"Mag,LocalHour,Lat,Long,Depth,Region,Status,CloserCity,UTCHour,LastUpdate"
"3.2,18-01-2017 13:54,0.86? N,79.68? W,5.7,Near Coast of Ecuador,M,""12.12km Esmeraldas,Esmeraldas"",18-01-2017 18:54,18-01-2017 19:04"
"5.8,19-12-2016 2:11,0.93? N,79.84? W,6.4,Near Coast of Ecuador,M,""6.62km Atacames,Esmeraldas"",19-12-2016 7:11,23-01-2017 17:40"
"3.9,19-01-2017 18:52,2.26? S,77.01? W,129.4,Ecuador - Pastaza,M,""122.46km Macas,Morona Stgo"",19-01-2017 23:52,23-01-2017 19:31"
"3.3,24-01-2017 8:42,0.98? N,79.70? W,9,Near Coast of Ecuador,M,""5.87km Esmeraldas,Esmeraldas"",24-01-2017 13:42,24-01-2017 13:57"
"3.3,26-01-2017 2:53,0.95? N,79.90? W,9.7,Near Coast of Ecuador,M,""10.59km Atacames,Esmeraldas"",26-01-2017 7:53,26-01-2017 8:04"
"3.5,29-01-2017 0:30,2.51? S,79.09? W,81.1,Ecuador - Canar,M,""18.34km Canar,Canar"",29-01-2017 5:30,29-01-2017 11:01"
"3.6,30-01-2017 20:57,1.60? S,80.83? W,10,Near Coast of Ecuador,M,""5.43km Puerto Lopez,Manabi"",31-01-2017 1:57,31-01-2017 2:10"
"3.6,31-01-2017 9:31,0.68? N,79.74? W,0.4,Near Coast of Ecuador,M,""24.52km Atacames,Esmeraldas"",31-01-2017 14:31,31-01-2017 14:39"
"5.2,10-01-2017 21:36,0.65? N,80.09? W,2.9,Near Coast of Ecuador,M,""9.10km Muisne,Esmeraldas"",11-01-2017 2:36,31-01-2017 18:07"
"3.7,01-02-2017 13:24,1.69? S,77.88? W,10,Ecuador - Pastaza,M,""25.83km Puyo,Pastaza"",01-02-2017 18:24,01-02-2017 18:30"
"3.5,10-01-2017 22:55,2.13? S,75.51? W,10,Peru-Ecuador Border,M,""248.62km Pto Fsco de Orellana,Orellana"",11-01-2017 3:55,02-02-2017 15:02"
"2.8,03-02-2017 20:13,1.00? N,79.99? W,10.4,Near Coast of Ecuador,M,""21.31km Atacames,Esmeraldas"",04-02-2017 1:13,04-02-2017 1:20"
"3.6,21-01-2017 20:04,3.61? S,80.69? W,5.3,Peru-Ecuador Border,M,""54.58km Huaquillas,El Oro"",22-01-2017 1:04,04-02-2017 19:18"
"3.8,23-01-2017 17:09,4.00? S,80.94? W,10,Peru-Ecuador Border,M,""99.08km Huaquillas,El Oro"",23-01-2017 22:09,07-02-2017 19:04"
"4.1,01-01-2017 2:38,1.93? N,78.55? W,3.6,Colombia-Ecuador Border,M,""80.17km San Lorenzo,Esmeraldas"",01-01-2017 7:38,09-02-2017 20:43"
"3.6,09-02-2017 19:35,1.44? S,81.04? W,5.5,Off Coast of Ecuador,M,""28.73km Puerto Lopez,Manabi"",10-02-2017 0:35,10-02-2017 1:23"
"4.4,11-01-2017 1:43,4.61? S,76.39? W,36.3,Northern Peru,M,""276.72km Gualaquiza,Morona Stgo"",11-01-2017 6:43,11-02-2017 1:22"
"4.9,14-02-2017 23:12,1.40? S,80.55? W,10,Ecuador - Manabi,M,""6.67km Jipijapa,Manabi"",15-02-2017 4:12,15-02-2017 4:18"
"3.6,14-01-2017 23:36,1.68? N,75.76? W,59.3,Colombia,M,""218.00km Nueva Loja,Sucumbios"",15-01-2017 4:36,15-02-2017 20:27"
"3.6,25-01-2017 7:10,2.01? S,79.86? W,65.4,Near Coast of Ecuador,M,""15.34km Samborondon,Guayas"",25-01-2017 12:10,16-02-2017 21:38"
"3.7,29-01-2017 17:16,4.04? S,80.84? W,5.9,Peru-Ecuador Border,M,""92.95km Huaquillas,El Oro"",29-01-2017 22:16,18-02-2017 19:52"
"4.3,29-01-2017 23:56,2.61? S,79.98? W,36.3,Ecuador - Manabi,M,""40.17km Naranjal,Guayas"",30-01-2017 4:56,18-02-2017 21:02"
"3.7,30-01-2017 3:16,1.00? N,79.26? W,4,Ecuador - Esmeraldas,M,""43.32km Esmeraldas,Esmeraldas"",30-01-2017 8:16,18-02-2017 21:48"
"4.1,19-02-2017 1:26,2.29? S,79.86? W,39.9,Ecuador - Guayas,M,""14.78km Guayaquil,Guayas"",19-02-2017 6:26,19-02-2017 6:37"
"4.3,31-01-2017 1:59,2.42? S,80.30? W,13.1,Ecuador - Guayas,M,""25.12km Playas,Guayas"",31-01-2017 6:59,20-02-2017 22:08"
"5.7,31-01-2017 9:22,0.74? N,79.77? W,9.1,Near Coast of Ecuador,M,""16.78km Atacames,Esmeraldas"",31-01-2017 14:22,20-02-2017 23:34"
"5.2,31-01-2017 18:38,3.12? S,77.10? W,16.1,Peru-Ecuador Border,M,""140.42km Sucua,Morona Stgo"",31-01-2017 23:38,21-02-2017 14:37"
"3.6,20-02-2017 12:14,3.45? S,80.88? W,11,Peru-Ecuador Border,M,""72.57km Huaquillas,El Oro"",20-02-2017 17:14,22-02-2017 19:19"
"3.5,21-02-2017 18:02,3.67? S,79.81? W,10,Ecuador - El Oro,M,""13.92km Pinas,El Oro"",21-02-2017 23:02,25-02-2017 22:00"
"3.5,21-02-2017 0:38,3.84? S,80.30? W,57.3,Peru-Ecuador Border,M,""40.87km Arenillas,El Oro"",21-02-2017 5:38,26-02-2017 15:03"
"3.5,26-02-2017 21:59,1.19? S,80.74? W,19.6,Near Coast of Ecuador,M,""18.47km Montecristi,Manabi"",27-02-2017 2:59,01-03-2017 13:25"
"3.5,22-02-2017 16:26,2.23? S,79.82? W,57.3,Ecuador - Guayas,M,""8.14km Duran,Guayas"",22-02-2017 21:26,01-03-2017 22:17"
"4.5,22-02-2017 20:08,3.70? S,76.08? W,197,Northern Peru,M,""270.22km Sucua,Morona Stgo"",23-02-2017 1:08,03-03-2017 1:53"
"3.8,23-02-2017 12:22,3.42? S,80.77? W,10,Peru-Ecuador Border,M,""60.55km Huaquillas,El Oro"",23-02-2017 17:22,03-03-2017 5:08"
"3.9,23-02-2017 19:40,4.15? S,80.46? W,16.6,Peru-Ecuador Border,M,""63.26km Macara,Loja"",24-02-2017 0:40,03-03-2017 7:27"
"4.4,04-02-2017 15:17,0.92? S,80.46? W,3.4,Near Coast of Ecuador,M,""1.32km Rocafuerte,Manabi"",04-02-2017 20:17,03-03-2017 20:00"
"3.8,25-02-2017 19:52,2.82? S,77.27? W,86.5,Peru-Ecuador Border,M,""108.13km Sucua,Morona Stgo"",26-02-2017 0:52,08-03-2017 2:14"
"4.2,26-02-2017 5:47,3.92? S,77.10? W,31.1,Peru-Ecuador Border,M,""172.65km Gualaquiza,Morona Stgo"",26-02-2017 10:47,08-03-2017 3:48"
"3.6,26-02-2017 6:19,0.14? N,80.25? W,7.6,Near Coast of Ecuador,M,""23.00km Pedernales,Manabi"",26-02-2017 11:19,08-03-2017 4:07"
"3.6,04-03-2017 18:25,2.38? S,78.26? W,6,Ecuador - Morona Santiago,M,""13.03km Sucua,Morona Stgo"",04-03-2017 23:25,09-03-2017 17:05"
"3.1,10-03-2017 6:49,0.88? S,80.58? W,5.1,Ecuador - Manabi,M,""11.05km Jaramijo,Manabi"",10-03-2017 11:49,10-03-2017 12:16"
"4.7,18-05-2016 3:00,0.48? N,79.92? W,18.6,Near Coast of Ecuador,M,""18.25km Muisne,Esmeraldas"",18-05-2016 8:00,10-03-2017 21:08"
"5,18-05-2016 3:06,0.43? N,79.91? W,11.2,Near Coast of Ecuador,M,""23.08km Muisne,Esmeraldas"",18-05-2016 8:06,10-03-2017 21:55"
"5.6,07-07-2016 23:28,0.35? S,81.10? W,7.8,Off Coast of Ecuador,M,""80.29km Bahia de Caraquez,Manabi"",08-07-2016 4:28,11-03-2017 0:01"
"5.4,19-07-2016 20:20,0.91? S,80.63? W,4.5,Ecuador - Manabi,M,""5.68km Jaramijo,Manabi"",20-07-2016 1:20,11-03-2017 0:32"
"5.2,25-08-2016 23:25,0.93? S,80.58? W,12.2,Near Coast of Ecuador,M,""6.91km Jaramijo,Manabi"",26-08-2016 4:25,11-03-2017 0:55"
"5.1,20-12-2016 12:39,0.96? N,79.85? W,5,Near Coast of Ecuador,M,""10.24km Atacames,Esmeraldas"",20-12-2016 17:39,11-03-2017 2:52"
"5.1,20-12-2016 20:04,0.96? N,79.82? W,4.7,Near Coast of Ecuador,M,""10.31km Atacames,Esmeraldas"",21-12-2016 1:04,11-03-2017 3:44"
"5.3,15-01-2017 4:44,0.07? S,80.88? W,7,Near Coast of Ecuador,M,""70.37km Jama,Manabi"",15-01-2017 9:44,11-03-2017 4:37"
"3.8,15-03-2017 0:38,2.04? S,77.81? W,2.5,Ecuador - Morona Santiago,M,""45.65km Macas,Morona Stgo"",15-03-2017 5:38,15-03-2017 5:44"
"3.9,27-02-2017 15:46,1.93? S,78.86? W,10,Ecuador - Chimborazo,M,""29.51km Alausi,Chimborazo"",27-02-2017 20:46,15-03-2017 14:52"
"4.2,15-03-2017 11:16,2.30? S,79.73? W,55.4,Ecuador - Guayas,M,""17.94km Duran,Guayas"",15-03-2017 16:16,15-03-2017 16:26"
"3.5,27-02-2017 20:52,0.93? N,77.55? W,5.8,Colombia-Ecuador Border,M,""22.43km Tulcan,Carchi"",28-02-2017 1:52,16-03-2017 18:49"
"4.2,17-03-2017 2:20,2.93? S,79.82? W,20.8,Ecuador - Guayas,M,""13.98km Balao,Guayas"",17-03-2017 7:20,17-03-2017 7:36"
"3.5,01-03-2017 13:54,1.37? S,80.08? W,32.3,Ecuador - Guayas,M,""20.34km Balzar,Guayas"",01-03-2017 18:54,17-03-2017 20:59"
"4.4,18-03-2017 6:43,3.60? S,76.56? W,10,Northern Peru,M,""219.23km Sucua,Morona Stgo"",18-03-2017 11:43,18-03-2017 11:50"
"3.6,09-03-2017 9:36,0.65? S,81.03? W,10,Off Coast of Ecuador,M,""50.06km Manta,Manabi"",09-03-2017 14:36,21-03-2017 5:27"
"4.5,21-03-2017 1:43,3.86? S,81.28? W,20,Near Coast of Northern Peru,M,""125.56km Huaquillas,El Oro"",21-03-2017 6:43,21-03-2017 6:59"
"4,11-03-2017 2:49,0.10? N,85.08? W,19.4,Off Coast of Ecuador,M,""499.86km Manta,Manabi"",11-03-2017 7:49,22-03-2017 21:54"
"3.6,03-03-2017 4:51,3.54? S,80.99? W,10,Peru-Ecuador Border,M,""85.00km Huaquillas,El Oro"",03-03-2017 9:51,23-03-2017 21:12"
"3.6,02-03-2017 20:01,2.41? S,79.79? W,35.1,Ecuador - Guayas,M,""28.12km Duran,Guayas"",03-03-2017 1:01,23-03-2017 21:47"
"4.7,24-03-2017 5:37,4.12? S,81.33? W,10,Near Coast of Northern Peru,M,""142.29km Huaquillas,El Oro"",24-03-2017 10:37,24-03-2017 10:44"
"3.6,03-03-2017 12:24,0.60? N,80.07? W,3,Near Coast of Ecuador,M,""6.05km Muisne,Esmeraldas"",03-03-2017 17:24,24-03-2017 22:34"
"4,19-03-2017 3:32,0.44? N,84.56? W,10,Off Coast of Ecuador,M,""455.87km Manta,Manabi"",19-03-2017 8:32,27-03-2017 16:28"
"3.6,03-04-2017 6:07,1.67? N,78.25? W,5.7,Colombia-Ecuador Border,M,""79.92km San Lorenzo,Esmeraldas"",03-04-2017 11:07,03-04-2017 15:15"
"3.8,21-03-2017 16:49,0.14? S,80.56? W,4.7,Near Coast of Ecuador,M,""33.94km Jama,Manabi"",21-03-2017 21:49,03-04-2017 17:28"
"3.8,21-03-2017 17:51,0.11? S,80.52? W,4.8,Near Coast of Ecuador,M,""30.19km Jama,Manabi"",21-03-2017 22:51,04-04-2017 16:12"
"3.6,21-03-2017 21:51,0.17? S,80.63? W,7,Near Coast of Ecuador,M,""41.37km Jama,Manabi"",22-03-2017 2:51,05-04-2017 18:41"
"3.6,22-03-2017 12:22,3.73? S,80.14? W,10,Ecuador - El Oro,M,""21.38km Arenillas,El Oro"",22-03-2017 17:22,06-04-2017 14:39"
"3.6,08-04-2017 15:42,2.77? S,79.42? W,3.7,Ecuador - Azuay,M,""24.67km Naranjal,Guayas"",08-04-2017 20:42,08-04-2017 20:51"
"3.8,23-03-2017 23:31,2.86? S,79.96? W,10,Near Coast of Ecuador,M,""29.26km Balao,Guayas"",24-03-2017 4:31,10-04-2017 20:48"
"3.6,23-03-2017 23:44,0.87? N,79.76? W,9.2,Ecuador - Esmeraldas,M,""10.13km Atacames,Esmeraldas"",24-03-2017 4:44,10-04-2017 22:06"
"4.2,24-03-2017 1:23,0.50? S,80.84? W,4.1,Near Coast of Ecuador,M,""48.23km Bahia de Caraquez,Manabi"",24-03-2017 6:23,10-04-2017 23:11"
"3.5,11-04-2017 23:13,3.10? S,78.24? W,10,Ecuador - Morona Santiago,A,""50.71km Gualaquiza,Morona Stgo"",12-04-2017 4:13,12-04-2017 4:16"
"3.7,24-03-2017 5:57,0.25? S,77.28? W,4.2,Ecuador - Napo,M,""33.85km Shushufindi,Sucumbios"",24-03-2017 10:57,12-04-2017 5:21"
"3.8,25-03-2017 17:45,2.00? S,81.19? W,12.2,Off Coast of Ecuador,M,""35.73km Salinas,Sta Elena"",25-03-2017 22:45,17-04-2017 16:18"
"3.5,25-03-2017 17:56,2.00? S,81.18? W,14.1,Off Coast of Ecuador,M,""35.63km Salinas,Sta Elena"",25-03-2017 22:56,17-04-2017 16:40"
"3.6,15-03-2017 0:15,0.73? N,79.63? W,10.8,Near Coast of Ecuador,M,""26.98km Esmeraldas,Esmeraldas"",15-03-2017 5:15,18-04-2017 15:34"
"3.8,15-03-2017 1:18,0.27? N,80.73? W,4.3,Near Coast of Ecuador,M,""73.76km Jama,Manabi"",15-03-2017 6:18,18-04-2017 16:19"
"3.9,04-03-2017 2:10,0.65? N,80.05? W,6.7,Ecuador - Esmeraldas,M,""5.24km Muisne,Esmeraldas"",04-03-2017 7:10,18-04-2017 17:07"
"4,04-03-2017 14:54,0.89? S,79.87? W,48.2,Ecuador - Manabi,M,""31.67km Velasco Ibarra,Guayas"",04-03-2017 19:54,18-04-2017 17:22"
"4,03-03-2017 12:35,0.63? N,80.15? W,8.7,Near Coast of Ecuador,M,""14.77km Muisne,Esmeraldas"",03-03-2017 17:35,18-04-2017 17:25"
"3.6,03-03-2017 8:57,1.04? S,80.46? W,4,Ecuador - Manabi,M,""1.96km Portoviejo,Manabi"",03-03-2017 13:57,18-04-2017 17:34"
"4.4,18-04-2017 14:15,3.78? S,75.75? W,25,Northern Peru,M,""305.97km Sucua,Morona Stgo"",18-04-2017 19:15,18-04-2017 19:22"
"4.1,18-04-2017 13:49,3.33? S,75.94? W,30,Northern Peru,M,""265.92km Sucua,Morona Stgo"",18-04-2017 18:49,18-04-2017 20:10"
"5,18-04-2017 12:59,2.92? S,75.97? W,20.3,Peru-Ecuador Border,M,""248.12km Macas,Morona Stgo"",18-04-2017 17:59,18-04-2017 20:23"
"4.3,26-03-2017 8:12,3.35? S,79.89? W,4.2,Ecuador - El Oro,M,""10.15km Pasaje,El Oro"",26-03-2017 13:12,19-04-2017 18:25"
"3.7,26-03-2017 8:20,1.08? S,79.49? W,94.5,Ecuador - Los Rios,M,""7.50km Quevedo,Los Rios"",26-03-2017 13:20,19-04-2017 20:50"
"5.1,28-03-2017 6:15,3.09? S,75.97? W,75.1,Northern Peru,M,""253.42km Macas,Morona Stgo"",28-03-2017 11:15,21-04-2017 7:39"
"3.7,29-03-2017 6:23,1.59? S,79.21? W,8.3,Ecuador - Bolivar,M,""7.72km Caluma,Bolivar"",29-03-2017 11:23,21-04-2017 10:18"
"3.7,29-03-2017 15:06,2.49? S,77.86? W,10,Ecuador - Morona Santiago,M,""34.80km Sucua,Morona Stgo"",29-03-2017 20:06,21-04-2017 11:04"
"3.9,22-04-2017 21:59,1.03? N,76.03? W,10,Colombia,M,""142.64km Nueva Loja,Sucumbios"",23-04-2017 2:59,23-04-2017 5:15"
"2.8,24-04-2017 11:57,0.15? S,78.38? W,7.6,Ecuador - Pichincha,M,""10.41km Quito,Pichincha"",24-04-2017 16:57,24-04-2017 17:10"
"3.5,08-04-2017 15:32,0.69? N,80.28? W,7.9,Near Coast of Ecuador,M,""30.06km Muisne,Esmeraldas"",08-04-2017 20:32,24-04-2017 17:11"
"3.5,25-04-2017 17:31,1.89? S,78.05? W,143.8,Ecuador - Morona Santiago,M,""44.77km Puyo,Pastaza"",25-04-2017 22:31,25-04-2017 22:38"
"3.1,27-04-2017 16:55,0.90? N,79.53? W,12.2,Near Coast of Ecuador,M,""15.67km Esmeraldas,Esmeraldas"",27-04-2017 21:55,27-04-2017 22:10"
"3.8,01-04-2017 7:23,0.18? N,80.09? W,5.2,Near Coast of Ecuador,M,""13.11km Pedernales,Manabi"",01-04-2017 12:23,28-04-2017 15:05"
"3.5,01-04-2017 7:43,3.79? S,78.46? W,5.5,Ecuador - Zamora Chinchipe,M,""33.97km Yantzaza,Zamora Ch"",01-04-2017 12:43,28-04-2017 15:15"
"3.8,02-04-2017 19:49,2.36? S,79.76? W,32.6,Ecuador - Guayas,M,""23.58km Duran,Guayas"",03-04-2017 0:49,28-04-2017 20:18"
"3.7,03-04-2017 0:02,0.74? S,81.07? W,2.6,Off Coast of Ecuador,M,""47.56km Manta,Manabi"",03-04-2017 5:02,28-04-2017 23:01"
"3.8,03-04-2017 18:53,0.14? S,80.42? W,9.2,Near Coast of Ecuador,M,""18.17km Jama,Manabi"",03-04-2017 23:53,28-04-2017 23:43"
"3.2,29-04-2017 17:00,0.95? N,79.53? W,10,Near Coast of Ecuador,M,""13.67km Esmeraldas,Esmeraldas"",29-04-2017 22:00,29-04-2017 22:10"
"3.7,29-03-2017 19:20,1.91? S,77.99? W,157.5,Ecuador - Morona Santiago,M,""46.05km Puyo,Pastaza"",30-03-2017 0:20,01-05-2017 1:31"
"4,05-04-2017 15:11,2.93? S,81.26? W,7.3,Near Coast of Ecuador,M,""85.29km Salinas,Sta Elena"",05-04-2017 20:11,02-05-2017 20:23"
"3.9,05-04-2017 15:24,3.44? S,80.04? W,30.7,Ecuador - El Oro,M,""8.22km Santa Rosa,El Oro"",05-04-2017 20:24,02-05-2017 20:37"
"4.7,17-04-2017 21:48,4.71? S,85.24? W,5,Off Coast of Northern Peru,M,""549.78km Salinas,Sta Elena"",18-04-2017 2:48,03-05-2017 4:56"
"4.6,18-04-2017 13:41,2.94? S,75.65? W,22.9,Peru-Ecuador Border,M,""282.56km Macas,Morona Stgo"",18-04-2017 18:41,03-05-2017 5:03"
"3.2,03-05-2017 16:15,1.02? N,79.51? W,10,Ecuador - Esmeraldas,M,""16.72km Esmeraldas,Esmeraldas"",03-05-2017 21:15,03-05-2017 21:37"
"3.9,08-04-2017 4:04,4.37? S,77.98? W,10,Northern Peru,M,""105.93km Yantzaza,Zamora Ch"",08-04-2017 9:04,05-05-2017 22:05"
"4.5,05-05-2017 19:41,1.58? N,85.27? W,10,Off Coast of Ecuador,M,""556.50km Pto Baquerizo Moreno,Galapagos"",06-05-2017 0:41,06-05-2017 0:53"
"3.8,09-05-2017 1:46,2.02? S,78.47? W,137.4,Ecuador - Chimborazo,M,""45.16km Riobamba,Chimborazo"",09-05-2017 6:46,09-05-2017 6:56"
"4.1,17-04-2017 19:02,4.98? S,79.80? W,10,Peru-Ecuador Border,M,""69.34km Macara,Loja"",18-04-2017 0:02,10-05-2017 22:20"
"3.5,12-05-2017 3:50,4.22? S,78.32? W,20,Peru-Ecuador Border,M,""64.97km Yantzaza,Zamora Ch"",12-05-2017 8:50,12-05-2017 9:00"
"5.2,21-04-2017 11:58,0.79? N,85.32? W,20,Off Coast of Ecuador,M,""512.86km Pto Baquerizo Moreno,Galapagos"",21-04-2017 16:58,12-05-2017 17:13"
"3.7,15-05-2017 3:58,0.80? S,79.81? W,10,Ecuador - Manabi,M,""33.53km Velasco Ibarra,Guayas"",15-05-2017 8:58,15-05-2017 10:43"
"4.9,16-05-2017 10:59,2.28? S,80.33? W,16.9,Ecuador - Santa Elena,M,""26.24km Santa Elena,Sta Elena"",16-05-2017 15:59,16-05-2017 16:04"
"3.7,16-05-2017 12:40,4.04? S,80.45? W,16.4,Ecuador - Loja,M,""67.80km Huaquillas,El Oro"",16-05-2017 17:40,16-05-2017 18:10"
"3.5,24-04-2017 23:03,2.43? S,81.77? W,10,Near Coast of Ecuador,M,""93.29km Salinas,Sta Elena"",25-04-2017 4:03,17-05-2017 15:08"
"3.8,01-05-2017 11:15,1.36? N,79.61? W,9.5,Near Coast of Ecuador,M,""44.33km Esmeraldas,Esmeraldas"",01-05-2017 16:15,17-05-2017 21:25"
"5.3,30-04-2017 19:06,2.26? S,77.61? W,10,Ecuador - Morona Santiago,M,""56.18km Macas,Morona Stgo"",01-05-2017 0:06,17-05-2017 22:09"
"3.7,17-05-2017 22:10,1.75? S,80.47? W,5.9,Ecuador - Manabi,M,""22.23km Pajan,Manabi"",18-05-2017 3:10,18-05-2017 3:20"
"4.5,26-04-2017 3:46,2.26? S,79.84? W,48.2,Near Coast of Ecuador,M,""11.18km Duran,Guayas"",26-04-2017 8:46,19-05-2017 19:36"
"4.9,21-05-2017 5:14,4.86? S,80.18? W,12.9,Peru-Ecuador Border,M,""60.63km Macara,Loja"",21-05-2017 10:14,21-05-2017 10:20"
"4.1,27-04-2017 10:51,0.95? N,79.49? W,5.1,Near Coast of Ecuador,M,""18.44km Esmeraldas,Esmeraldas"",27-04-2017 15:51,22-05-2017 22:24"
"3.8,27-04-2017 11:58,0.92? N,79.47? W,4.3,Near Coast of Ecuador,M,""20.75km Esmeraldas,Esmeraldas"",27-04-2017 16:58,22-05-2017 23:00"
"3.5,27-04-2017 14:21,0.78? N,78.97? W,10,Ecuador - Esmeraldas,M,""56.38km San Lorenzo,Esmeraldas"",27-04-2017 19:21,23-05-2017 20:20"
"4.8,12-04-2017 9:14,3.08? S,77.40? W,25.9,Peru-Ecuador Border,M,""109.76km Sucua,Morona Stgo"",12-04-2017 14:14,24-05-2017 18:35"
"3.4,25-05-2017 3:04,0.88? N,79.72? W,3.9,Ecuador - Esmeraldas,M,""12.51km Esmeraldas,Esmeraldas"",25-05-2017 8:04,25-05-2017 8:37"
"3.6,25-05-2017 3:43,0.19? S,78.59? W,2.9,Ecuador - Pichincha,M,""13.68km Quito,Pichincha"",25-05-2017 8:43,25-05-2017 16:47"
"4.3,26-05-2017 13:25,3.75? S,80.15? W,44.9,Ecuador - El Oro,M,""23.72km Arenillas,El Oro"",26-05-2017 18:25,26-05-2017 18:37"
"3.9,27-05-2017 15:04,2.51? S,80.71? W,10,Near Coast of Ecuador,M,""37.88km Playas,Guayas"",27-05-2017 20:04,27-05-2017 20:11"
"4,29-05-2017 7:06,1.76? S,78.11? W,163.7,Ecuador - Morona Santiago,M,""31.49km Puyo,Pastaza"",29-05-2017 12:06,29-05-2017 12:15"
"3.9,29-05-2017 8:04,0.22? S,80.67? W,10,Near Coast of Ecuador,M,""44.84km Jama,Manabi"",29-05-2017 13:04,29-05-2017 13:11"
"4.1,29-05-2017 7:57,0.16? S,80.70? W,10,Near Coast of Ecuador,M,""48.99km Jama,Manabi"",29-05-2017 12:57,29-05-2017 13:16"
"3.6,29-05-2017 8:20,0.22? S,80.71? W,10,Near Coast of Ecuador,M,""49.19km Jama,Manabi"",29-05-2017 13:20,29-05-2017 13:25"
"3.4,30-05-2017 5:29,0.92? N,79.44? W,1.9,Near Coast of Ecuador,M,""23.65km Esmeraldas,Esmeraldas"",30-05-2017 10:29,30-05-2017 10:45"
"3.8,29-05-2017 18:48,2.71? S,76.19? W,50,Peru-Ecuador Border,M,""219.10km Macas,Morona Stgo"",29-05-2017 23:48,30-05-2017 15:15"
"3.6,30-05-2017 17:12,2.15? S,79.77? W,65.3,Ecuador - Guayas,M,""5.39km Duran,Guayas"",30-05-2017 22:12,30-05-2017 22:16"
"2.9,03-06-2017 3:05,0.70? N,77.85? W,3.6,Ecuador - Carchi,M,""11.55km San Gabriel,Carchi"",03-06-2017 8:05,03-06-2017 8:34"
"4.3,28-04-2017 0:40,1.97? S,80.89? W,4.8,Near Coast of Ecuador,M,""29.08km La Libertad,Sta Elena"",28-04-2017 5:40,04-06-2017 1:23"
"3.5,29-04-2017 4:53,2.50? S,76.56? W,10,Ecuador - Pastaza,M,""174.12km Macas,Morona Stgo"",29-04-2017 9:53,04-06-2017 5:07"
"3.8,03-05-2017 19:12,0.72? S,80.80? W,3.3,Near Coast of Ecuador,M,""28.81km Manta,Manabi"",04-05-2017 0:12,05-06-2017 14:48"
"3.7,04-05-2017 0:39,3.68? S,77.32? W,132.6,Peru-Ecuador Border,M,""141.89km Gualaquiza,Morona Stgo"",04-05-2017 5:39,05-06-2017 15:47"
"3.7,05-05-2017 7:18,0.67? N,80.24? W,7,Near Coast of Ecuador,M,""25.65km Muisne,Esmeraldas"",05-05-2017 12:18,06-06-2017 15:13"
"3.7,05-05-2017 22:37,1.38? N,79.27? W,3.1,Near Coast of Ecuador,M,""48.94km San Lorenzo,Esmeraldas"",06-05-2017 3:37,06-06-2017 19:54"
"5,09-04-2017 9:03,4.62? S,75.24? W,10,Northern Peru,M,""393.56km Gualaquiza,Morona Stgo"",09-04-2017 14:03,07-06-2017 1:07"
"3.5,08-04-2017 20:35,2.82? S,80.80? W,10,Near Coast of Ecuador,M,""49.91km Playas,Guayas"",09-04-2017 1:35,07-06-2017 5:05"
"3.7,07-06-2017 21:43,0.62? N,80.25? W,10,Near Coast of Ecuador,M,""26.03km Muisne,Esmeraldas"",08-06-2017 2:43,08-06-2017 10:32"
"3.5,07-06-2017 21:14,0.31? N,80.19? W,6.5,Near Coast of Ecuador,M,""30.54km Pedernales,Manabi"",08-06-2017 2:14,08-06-2017 12:45"
"3.7,08-06-2017 10:33,3.43? S,80.83? W,4.1,Peru-Ecuador Border,M,""67.97km Huaquillas,El Oro"",08-06-2017 15:33,08-06-2017 15:43"
"3.5,09-06-2017 12:00,0.55? N,79.95? W,6.8,Near Coast of Ecuador,M,""10.43km Muisne,Esmeraldas"",09-06-2017 17:00,09-06-2017 17:08"
"3.8,12-04-2017 0:08,0.18? N,79.13? W,4.4,Ecuador - Pichincha,M,""35.25km La Concordia,Sto Dom Tsachilas"",12-04-2017 5:08,10-06-2017 2:43"
"4.1,12-04-2017 4:43,0.57? N,79.21? W,31.1,Ecuador - Esmeraldas,M,""39.28km Quininde,Esmeraldas"",12-04-2017 9:43,10-06-2017 2:46"
"3.6,10-04-2017 9:44,0.94? S,79.29? W,102,Ecuador - Cotopaxi,M,""6.24km La Mana,Cotopaxi"",10-04-2017 14:44,10-06-2017 6:00"
"3.6,10-04-2017 15:31,3.61? S,79.88? W,54.7,Ecuador - El Oro,M,""19.30km Santa Rosa,El Oro"",10-04-2017 20:31,10-06-2017 6:38"
"4.2,14-04-2017 8:01,0.25? N,80.01? W,8.1,Ecuador - Manabi,M,""20.63km Pedernales,Manabi"",14-04-2017 13:01,10-06-2017 22:25"
"3.7,15-04-2017 2:27,0.88? N,79.77? W,14.4,Ecuador - Esmeraldas,M,""8.40km Atacames,Esmeraldas"",15-04-2017 7:27,11-06-2017 0:48"
"3.6,15-04-2017 20:18,3.32? S,81.02? W,11.9,Near Coast of Northern Peru,M,""90.26km Huaquillas,El Oro"",16-04-2017 1:18,11-06-2017 2:39"
"3.6,18-04-2017 19:32,3.34? S,75.38? W,20,Northern Peru,M,""325.23km Sucua,Morona Stgo"",19-04-2017 0:32,11-06-2017 12:39"
"3.6,19-04-2017 5:29,3.11? S,75.91? W,10,Northern Peru,M,""260.78km Macas,Morona Stgo"",19-04-2017 10:29,11-06-2017 14:57"
"3.9,11-06-2017 14:08,0.48? N,80.65? W,4.9,Near Coast of Ecuador,M,""71.75km Muisne,Esmeraldas"",11-06-2017 19:08,11-06-2017 19:14"
